FileName,ImageName,Format,Folder,Camera,Location,Date,Time,WorkDays,Category,Label,Count,Gendar,Independent,Comment
L-LJS-17-D6A-0034,IMAG0841,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/25/2017,10:00,17,空,,,,,
L-LJS-17-D6A-0035,IMAG0842,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/25/2017,10:00,17,空,,,,,
L-LJS-17-D6A-0036,IMAG0843,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/25/2017,10:00,17,空,,,,,
L-LJS-17-D6A-0037,IMAG0844,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,1,
L-LJS-17-D6A-0038,IMAG0845,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,,
L-LJS-17-D6A-0039,IMAG0846,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,,
L-LJS-17-D6A-0040,IMAG0847,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,3,,,
L-LJS-17-D6A-0041,IMAG0848,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,3,,,
L-LJS-17-D6A-0042,IMAG0849,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,3,,,
L-LJS-17-D6A-0043,IMAG0850,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,,
L-LJS-17-D6A-0044,IMAG0851,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,,
L-LJS-17-D6A-0045,IMAG0852,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:25,19,家畜,家牛,2,,,
L-LJS-17-D6A-0046,IMAG0853,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0047,IMAG0854,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0048,IMAG0855,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0049,IMAG0856,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0050,IMAG0857,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0051,IMAG0858,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:27,19,家畜,家牛,1,,,
L-LJS-17-D6A-0052,IMAG0859,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0053,IMAG0860,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0054,IMAG0861,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0055,IMAG0862,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0056,IMAG0863,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0057,IMAG0864,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:56,19,家畜,家牛,1,,,
L-LJS-17-D6A-0058,IMAG0865,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:57,19,家畜,家牛,1,,,
L-LJS-17-D6A-0059,IMAG0866,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:57,19,家畜,家牛,1,,,
L-LJS-17-D6A-0060,IMAG0867,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,9:57,19,家畜,家牛,1,,,
L-LJS-17-D6A-0061,IMAG0868,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,1,雄,1,
L-LJS-17-D6A-0062,IMAG0869,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,1,雄,,
L-LJS-17-D6A-0063,IMAG0870,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,1,雄,,
L-LJS-17-D6A-0064,IMAG0871,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,2,,,
L-LJS-17-D6A-0065,IMAG0872,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,2,,,
L-LJS-17-D6A-0066,IMAG0873,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,13:51,19,鸟类,血雉,2,,,
L-LJS-17-D6A-0067,IMAG0874,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,14:57,19,空,,,,,
L-LJS-17-D6A-0068,IMAG0875,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,14:57,19,空,,,,,
L-LJS-17-D6A-0069,IMAG0876,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,14:57,19,空,,,,,
L-LJS-17-D6A-0070,IMAG0877,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,17:57,19,鸟类,待鉴定,1,,1,
L-LJS-17-D6A-0071,IMAG0878,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,17:57,19,鸟类,待鉴定,1,,,
L-LJS-17-D6A-0072,IMAG0879,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/27/2017,17:57,19,鸟类,待鉴定,1,,,
L-LJS-17-D6A-0073,IMAG0880,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/28/2017,15:34,20,兽类,亚洲黑熊,1,,1,
L-LJS-17-D6A-0074,IMAG0881,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/28/2017,15:34,20,兽类,亚洲黑熊,1,,,
L-LJS-17-D6A-0075,IMAG0882,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/28/2017,15:34,20,兽类,亚洲黑熊,1,,,
L-LJS-17-D6A-0076,IMAG0883,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,1,
L-LJS-17-D6A-0077,IMAG0884,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0078,IMAG0885,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0079,IMAG0886,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,3,,,
L-LJS-17-D6A-0080,IMAG0887,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,3,,,
L-LJS-17-D6A-0081,IMAG0888,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,3,,,
L-LJS-17-D6A-0082,IMAG0889,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0083,IMAG0890,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0084,IMAG0891,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0085,IMAG0892,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0086,IMAG0893,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,2,,,
L-LJS-17-D6A-0087,IMAG0894,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:18,21,家畜,家牛,3,,,
L-LJS-17-D6A-0088,IMAG0895,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0089,IMAG0896,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0090,IMAG0897,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0091,IMAG0898,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0092,IMAG0899,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0093,IMAG0900,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0094,IMAG0901,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,2,,,
L-LJS-17-D6A-0095,IMAG0902,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,2,,,
L-LJS-17-D6A-0096,IMAG0903,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,2,,,
L-LJS-17-D6A-0097,IMAG0904,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0098,IMAG0905,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0099,IMAG0906,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:19,21,家畜,家牛,3,,,
L-LJS-17-D6A-0100,IMAG0907,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,1,,,
L-LJS-17-D6A-0101,IMAG0908,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,1,,,
L-LJS-17-D6A-0102,IMAG0909,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,1,,,
L-LJS-17-D6A-0103,IMAG0910,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,2,,,
L-LJS-17-D6A-0104,IMAG0911,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,2,,,
L-LJS-17-D6A-0105,IMAG0912,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,2,,,
L-LJS-17-D6A-0106,IMAG0913,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,2,,,
L-LJS-17-D6A-0107,IMAG0914,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,1,,,
L-LJS-17-D6A-0108,IMAG0915,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,家畜,家牛,1,,,
L-LJS-17-D6A-0109,IMAG0916,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,空,,,,,
L-LJS-17-D6A-0110,IMAG0917,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,空,,,,,
L-LJS-17-D6A-0111,IMAG0918,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/29/2017,8:31,21,空,,,,,
L-LJS-17-D6A-0112,IMAG0934,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/30/2017,10:17,22,空,,,,,
L-LJS-17-D6A-0113,IMAG0935,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/30/2017,10:17,22,空,,,,,
L-LJS-17-D6A-0114,IMAG0936,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,6/30/2017,10:17,22,空,,,,,
L-LJS-17-D6A-0115,IMAG0937,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/1/2017,12:54,23,兽类,未知,1,,1,可能是黄鼬
L-LJS-17-D6A-0116,IMAG0938,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/1/2017,12:54,23,空,,,,,
L-LJS-17-D6A-0117,IMAG0939,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/1/2017,12:54,23,空,,,,,
L-LJS-17-D6A-0118,IMAG0940,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/2/2017,9:28,24,空,,,,,
L-LJS-17-D6A-0119,IMAG0941,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/2/2017,9:28,24,空,,,,,
L-LJS-17-D6A-0120,IMAG0942,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/2/2017,9:28,24,空,,,,,
L-LJS-17-D6A-0121,IMAG0958,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/3/2017,6:59,25,其他,未知,,,1,
L-LJS-17-D6A-0122,IMAG0959,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/3/2017,6:59,25,空,,,,,
L-LJS-17-D6A-0123,IMAG0960,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/3/2017,6:59,25,空,,,,,
L-LJS-17-D6A-0124,IMAG0967,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:25,26,其他,未知,,,1,
L-LJS-17-D6A-0125,IMAG0968,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:25,26,空,,,,,
L-LJS-17-D6A-0126,IMAG0969,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:25,26,空,,,,,
L-LJS-17-D6A-0127,IMAG0970,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:27,26,鸟类,未知,1,,1,模糊
L-LJS-17-D6A-0128,IMAG0971,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:27,26,空,,,,,
L-LJS-17-D6A-0129,IMAG0972,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,14:27,26,空,,,,,
L-LJS-17-D6A-0130,IMAG0976,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,19:31,26,空,,,,,
L-LJS-17-D6A-0131,IMAG0977,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,19:31,26,空,,,,,
L-LJS-17-D6A-0132,IMAG0978,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/4/2017,19:31,26,空,,,,,
L-LJS-17-D6A-0133,IMAG0979,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,8:14,27,鸟类,未知,1,,1,
L-LJS-17-D6A-0134,IMAG0980,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,8:14,27,鸟类,未知,1,,,
L-LJS-17-D6A-0135,IMAG0981,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,8:14,27,鸟类,未知,1,,,
L-LJS-17-D6A-0136,IMAG0982,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,1,
L-LJS-17-D6A-0137,IMAG0983,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0138,IMAG0984,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0139,IMAG0985,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0140,IMAG0986,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0141,IMAG0987,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0142,IMAG0988,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0143,IMAG0989,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0144,IMAG0990,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0145,IMAG0991,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0146,IMAG0992,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0147,IMAG0993,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:37,27,家畜,家牛,1,,,
L-LJS-17-D6A-0148,IMAG0994,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0149,IMAG0995,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0150,IMAG0996,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0151,IMAG0997,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0152,IMAG0998,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0153,IMAG0999,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0154,IMAG1000,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0155,IMAG1001,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0156,IMAG1002,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0157,IMAG1003,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0158,IMAG1004,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,家畜,家牛,1,,,
L-LJS-17-D6A-0159,IMAG1005,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/5/2017,18:38,27,空,,,,,
L-LJS-17-D6A-0160,IMAG1006,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:02,29,鸟类,血雉,1,雄,1,
L-LJS-17-D6A-0161,IMAG1007,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:02,29,鸟类,血雉,1,雄,,
L-LJS-17-D6A-0162,IMAG1008,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:02,29,鸟类,血雉,1,雄,,
L-LJS-17-D6A-0163,IMAG1009,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:14,29,空,,,,,
L-LJS-17-D6A-0164,IMAG1010,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:14,29,空,,,,,
L-LJS-17-D6A-0165,IMAG1011,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/7/2017,15:14,29,空,,,,,
L-LJS-17-D6A-0166,IMAG1012,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/8/2017,13:08,30,空,,,,,
L-LJS-17-D6A-0167,IMAG1013,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/8/2017,13:08,30,空,,,,,
L-LJS-17-D6A-0168,IMAG1014,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/8/2017,13:08,30,空,,,,,
L-LJS-17-D6A-0169,IMAG1018,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/9/2017,6:56,31,鸟类,血雉,3,,1,
L-LJS-17-D6A-0170,IMAG1019,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/9/2017,6:56,31,鸟类,血雉,3,,,
L-LJS-17-D6A-0171,IMAG1020,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/9/2017,6:56,31,鸟类,血雉,3,,,
L-LJS-17-D6A-0172,IMAG1027,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/12/2017,16:24,34,空,,,,,
L-LJS-17-D6A-0173,IMAG1028,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/12/2017,16:24,34,空,,,,,
L-LJS-17-D6A-0174,IMAG1029,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/12/2017,16:24,34,空,,,,,
L-LJS-17-D6A-0175,IMAG1030,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,4:19,35,兽类,未知,1,,1,
L-LJS-17-D6A-0176,IMAG1031,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,4:19,35,空,,,,,
L-LJS-17-D6A-0177,IMAG1032,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,4:19,35,空,,,,,
L-LJS-17-D6A-0178,IMAG1036,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,14:10,35,空,,,,,
L-LJS-17-D6A-0179,IMAG1037,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,14:10,35,空,,,,,
L-LJS-17-D6A-0180,IMAG1038,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/13/2017,14:10,35,空,,,,,
L-LJS-17-D6A-0181,IMAG1042,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/18/2017,14:15,40,空,,,,,
L-LJS-17-D6A-0182,IMAG1043,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/18/2017,14:15,40,空,,,,,
L-LJS-17-D6A-0183,IMAG1044,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/18/2017,14:15,40,空,,,,,
L-LJS-17-D6A-0184,IMAG1045,JPG,L-LJS-17-D6A,,L-LJS-17-D6A,7/19/2017,7:00,41,空,,,,,
